"Rk","Team","Span.Started","Span.Ended","Final.Record","Postseason","G","W","L","W.L.","MP","AST","STL","BLK","TOV","PF","AST_opp","STL_opp","BLK_opp","TOV_opp","PF_opp","MP_opp","FG","FGA","FG.","X2P","X2PA","X2P.","X3P","X3PA","X3P.","FT","FTA","FT.","PTS","FG_opp","FGA_opp","FG._opp","X2P_opp","X2PA_opp","X2P._opp","X3P_opp","X3PA_opp","X3P._opp","FT_opp","FTA_opp","FT._opp","PTS_opp","ORB","DRB","TRB","ORB_opp","DRB_opp","TRB_opp","ORB_perc","TRB_perc","ORB_perc_opp","TRB_perc_opp","AST_perc","STL_perc","BLK_perc","TOV_perc","AST_perc_opp","STL_perc_opp","BLK_perc_opp","TOV_perc_opp","ORtg","FTr","X3PAr","TS_perc","eFG_perc","FTtoFGA","ORtg_opp","FTr_opp","X3PAr_opp","TS_perc_opp","eFG_perc_opp","FTtoFGA_opp","Y"
127,"BOS","2011-12-25","2012-03-14",0.590909090909091,"Division Champ",42,23,19,0.548,241.785714285714,23.2619047619048,7.09523809523809,5.47619047619048,14.3809523809524,20.3809523809524,18.1428571428571,8.21428571428571,4.73809523809524,14.4761904761905,19.1190476190476,241.785714285714,35.0476190476191,76.9047619047619,0.456,29.4047619047619,61.6190476190476,0.477,5.64285714285714,15.2857142857143,0.369,15.5952380952381,20.2619047619048,0.77,91.3333333333333,33.5952380952381,79.3809523809524,0.0100714285714286,28.5714285714286,62.8809523809524,0.454,5.02380952380952,16.5,0.304,17.8571428571429,23.3333333333333,0.765,90.0714285714286,8.42857142857143,30.1666666666667,38.5952380952381,11.9047619047619,31.0714285714286,42.9761904761905,21.3,52.7,28.3,52.7,66.4,7.9,8.7,14.4,54,9.2,7.7,13.9,102,0.263,0.199,0.532,0.492,0.203,100.6,0.294,0.208,0.502,0.455,0.225,"B"
128,"ORL","2012-11-02","2013-01-24",0.24390243902439,"",42,14,28,0.333,241.785714285714,23.2380952380952,5.80952380952381,4.35714285714286,14.1428571428571,19.3571428571429,22.4047619047619,7.19047619047619,4.92857142857143,11.5952380952381,16.7142857142857,241.785714285714,37.8095238095238,82.7857142857143,0.457,30.952380952381,63.6428571428571,0.486,6.85714285714286,19.1428571428571,0.358,12.7380952380952,16.2142857142857,0.786,95.2142857142857,38.2857142857143,84.2619047619048,0.0108095238095238,31.8571428571429,65.3571428571429,0.487,6.42857142857143,18.9047619047619,0.34,15.8571428571429,21.3095238095238,0.744,98.8571428571429,10.0714285714286,32.3571428571429,42.4285714285714,10.8095238095238,30.9285714285714,41.7380952380952,24.6,49.6,25,49.6,61.5,6.3,6.7,13.6,58.5,7.8,7.7,11,103.7,0.196,0.231,0.529,0.498,0.154,107.7,0.253,0.224,0.528,0.493,0.188,"D"
129,"CLE","2020-12-23","2021-03-21",0.305555555555556,"",42,16,26,0.381,242.97619047619,23.1904761904762,8.14285714285714,5.16666666666667,14.952380952381,19.2142857142857,24.1666666666667,8.69047619047619,5.95238095238095,14.1904761904762,20.4761904761905,242.97619047619,39.1428571428571,86.5238095238095,0.452,29.6190476190476,58.7619047619048,0.504,9.52380952380952,27.7619047619048,0.343,16.2380952380952,22.3571428571429,0.726,104.047619047619,41.2619047619048,86.4285714285714,0.0113571428571429,28.7142857142857,54.1666666666667,0.53,12.547619047619,32.2619047619048,0.389,16.6904761904762,21.5238095238095,0.775,111.761904761905,11.2142857142857,32.2619047619048,43.4761904761905,10.3333333333333,33.1904761904762,43.5238095238095,25.3,50,24.3,50,59.2,8.3,9.5,13.4,58.6,8.9,10.1,12.9,106.8,0.258,0.321,0.54,0.507,0.188,114.7,0.249,0.373,0.583,0.55,0.193,"D"
130,"LAC","2015-10-28","2016-01-21",0.646341463414634,"Playoffs",42,27,15,0.643,241.785714285714,23.1904761904762,7.71428571428571,5.30952380952381,12.6428571428571,21.6666666666667,21.1666666666667,7.38095238095238,3.30952380952381,14.2619047619048,23.452380952381,241.785714285714,38.3571428571429,83.2142857142857,0.461,29.2142857142857,57.8809523809524,0.505,9.14285714285714,25.3333333333333,0.361,18.8333333333333,27.0952380952381,0.695,104.690476190476,36.9523809523809,84.4285714285714,0.0104285714285714,29.0952380952381,61.4523809523809,0.473,7.85714285714286,22.9761904761905,0.342,19.5952380952381,26.3809523809524,0.743,101.357142857143,9.47619047619048,33,42.4761904761905,11.5952380952381,34.9761904761905,46.5714285714286,21.3,52.3,26,52.3,60.5,8,8.6,11.7,57.3,7.7,5.7,12.9,108.7,0.326,0.304,0.55,0.516,0.226,105.3,0.312,0.272,0.528,0.484,0.232,"B"
131,"SAS","2010-10-27","2011-01-19",0.74390243902439,"Division Champ",42,36,6,0.857,241.785714285714,23.1904761904762,8.14285714285714,4.95238095238095,13.2857142857143,18.547619047619,20.3809523809524,7.09523809523809,4.92857142857143,14.047619047619,20.7857142857143,241.785714285714,38.3095238095238,81.5476190476191,0.47,29.7619047619048,59.9761904761905,0.496,8.54761904761905,21.5714285714286,0.396,19.5714285714286,25.1428571428571,0.778,104.738095238095,37.7380952380952,83.7142857142857,0.0107380952380952,31.5,67.8095238095238,0.465,6.23809523809524,15.9047619047619,0.392,15.047619047619,20.3571428571429,0.739,96.7619047619048,10.7619047619048,32.5238095238095,43.2857142857143,10.6904761904762,30.9285714285714,41.6190476190476,25.8,49,24.7,49,60.5,8.7,7.3,12.5,54,7.6,8.2,13.2,112.2,0.308,0.265,0.565,0.522,0.24,103.7,0.243,0.19,0.522,0.488,0.18,"A"
132,"ORL","2017-10-18","2018-01-10",0.304878048780488,"",42,12,30,0.286,240.595238095238,23.1428571428571,7.09523809523809,4.66666666666667,14.2619047619048,19.9285714285714,24.6190476190476,7.92857142857143,4.85714285714286,13.6666666666667,19.5238095238095,240.595238095238,39.4523809523809,86.6666666666667,0.455,29.0714285714286,57.2380952380952,0.508,10.3809523809524,29.4285714285714,0.353,15.6190476190476,20.7857142857143,0.751,104.904761904762,41.7142857142857,88.4285714285714,0.0112380952380952,31.4047619047619,61.5238095238095,0.51,10.3095238095238,26.9047619047619,0.383,17.0238095238095,21.7857142857143,0.781,110.761904761905,8.76190476190476,32.9523809523809,41.7142857142857,10.6190476190476,35.7619047619048,46.3809523809524,19.7,52.6,24.4,52.6,58.7,7.2,7.6,13,59,8,8.5,12.2,106,0.24,0.34,0.547,0.515,0.18,111.9,0.246,0.304,0.565,0.53,0.193,"D"
133,"MIL","2014-10-29","2015-01-22",0.5,"Playoffs",42,21,21,0.5,242.97619047619,23.1428571428571,9.45238095238095,4.54761904761905,16.1428571428571,22.5952380952381,22.2380952380952,8.5,4.78571428571429,16.2619047619048,20.047619047619,242.97619047619,37.5476190476191,81.3333333333333,0.462,30.6904761904762,62.3809523809524,0.492,6.85714285714286,18.952380952381,0.362,16.2857142857143,21.0952380952381,0.772,98.2380952380952,35.6666666666667,81.6190476190476,0.0104047619047619,27.8333333333333,58.1666666666667,0.479,7.83333333333333,23.452380952381,0.334,18.047619047619,24.6904761904762,0.731,97.2142857142857,10.4761904761905,30.7142857142857,41.1904761904762,11.8333333333333,30.9047619047619,42.7380952380952,25.3,50.9,27.8,50.9,61.6,10,7.8,15.1,62.3,9,7.7,15,104.5,0.259,0.233,0.542,0.504,0.2,103.4,0.303,0.287,0.526,0.485,0.221,"C"
134,"PHO","2010-10-26","2011-01-22",0.48780487804878,"",42,20,22,0.476,243.571428571429,23.0952380952381,6.45238095238095,3.92857142857143,14.1190476190476,21.1666666666667,23.7619047619048,7.83333333333333,4.35714285714286,14.2142857142857,22.7380952380952,243.571428571429,39,82.6190476190476,0.472,30.4047619047619,59.8333333333333,0.508,8.59523809523809,22.7857142857143,0.377,19.452380952381,25.4285714285714,0.765,106.047619047619,40.8571428571429,85.5476190476191,0.0113809523809524,33.5238095238095,65.3809523809524,0.513,7.33333333333333,20.1666666666667,0.364,18.7380952380952,24.8809523809524,0.753,107.785714285714,10.1904761904762,29.4761904761905,39.6666666666667,12.4285714285714,31.8571428571429,44.2857142857143,24.2,52.8,29.7,52.8,59.2,6.8,6,13.1,58.2,8.2,7.3,12.8,111,0.308,0.276,0.565,0.524,0.235,112.8,0.291,0.236,0.559,0.52,0.219,"C"
135,"WAS","2013-10-30","2014-01-24",0.536585365853659,"Playoffs",42,21,21,0.5,244.166666666667,23.0714285714286,8.52380952380952,4.88095238095238,14.7142857142857,20.6666666666667,23,7.95238095238095,3.88095238095238,15.3095238095238,19.5714285714286,244.166666666667,37.6190476190476,83.7142857142857,0.449,29.8571428571429,63.3095238095238,0.472,7.76190476190476,20.4047619047619,0.38,15.8571428571429,21.7142857142857,0.73,98.8571428571429,37.4285714285714,81.0238095238095,0.011,29.6428571428571,59.2857142857143,0.5,7.78571428571429,21.7380952380952,0.358,16.7619047619048,22.6666666666667,0.739,99.4047619047619,11.047619047619,31.6904761904762,42.7380952380952,10.0714285714286,32.0238095238095,42.0952380952381,25.6,49.6,24.1,49.6,61.3,9,8.2,13.6,61.5,8.4,6.1,14.4,104.9,0.259,0.244,0.53,0.496,0.189,105.5,0.28,0.268,0.546,0.51,0.207,"C"
136,"DAL","2010-10-27","2011-01-20",0.695121951219512,"Won Championship",42,27,15,0.643,240,23.0714285714286,6.85714285714286,4.40476190476191,13.0714285714286,18.452380952381,20.6666666666667,7.16666666666667,3.64285714285714,12.8095238095238,19.2857142857143,240,36.1666666666667,77.6190476190476,0.466,28.7142857142857,56.8571428571429,0.505,7.45238095238095,20.7619047619048,0.359,16.7380952380952,21.6428571428571,0.773,96.5238095238095,35.9285714285714,80.4761904761905,0.0106190476190476,29.5714285714286,62.5714285714286,0.473,6.35714285714286,17.9047619047619,0.355,16.0952380952381,21.3333333333333,0.754,94.3095238095238,8.88095238095238,32.0238095238095,40.9047619047619,11.0714285714286,30.7857142857143,41.8571428571429,22.4,50.6,25.7,50.6,63.8,7.7,7,13,57.5,8,6.4,12.5,107.8,0.279,0.267,0.554,0.514,0.216,105.4,0.265,0.222,0.525,0.486,0.2,"A"
137,"ATL","2019-10-24","2020-01-17",0.298507462686567,"",42,10,32,0.238,241.785714285714,23.0238095238095,8.14285714285714,5.23809523809524,16.2142857142857,22.7142857142857,24.547619047619,9,6.38095238095238,15.047619047619,20.6904761904762,241.785714285714,39.6428571428571,89.6428571428571,0.442,28.1904761904762,54.1904761904762,0.52,11.452380952381,35.4523809523809,0.323,17,22.2380952380952,0.764,107.738095238095,42.6666666666667,90.3571428571429,0.0112380952380952,31.4285714285714,58.5,0.537,11.2380952380952,31.8571428571429,0.353,20.3809523809524,26.5238095238095,0.768,116.952380952381,9.35714285714286,33.1666666666667,42.5238095238095,11.4761904761905,36.0476190476191,47.5238095238095,20.6,52.8,25.7,52.8,58.1,7.9,9,14,57.5,8.7,11.8,12.9,104.3,0.248,0.395,0.542,0.506,0.19,113.2,0.294,0.353,0.573,0.534,0.226,"D"
138,"GSW","2013-10-30","2014-01-18",0.621951219512195,"Playoffs",42,26,16,0.619,241.785714285714,23.0238095238095,7.78571428571429,5.09523809523809,16.452380952381,22.3333333333333,19.6190476190476,8.71428571428571,4.66666666666667,14.6666666666667,20.1428571428571,241.785714285714,39.1190476190476,84.4047619047619,0.463,29.6428571428571,59.9285714285714,0.495,9.47619047619048,24.4761904761905,0.387,16.1428571428571,22.0952380952381,0.731,103.857142857143,36.6190476190476,84.2619047619048,0.0103571428571429,29.7380952380952,64.5,0.461,6.88095238095238,19.7619047619048,0.348,19.2380952380952,25.1190476190476,0.766,99.3571428571429,11.0714285714286,34.8809523809524,45.9523809523809,10.6904761904762,31.8333333333333,42.5238095238095,25.8,48.1,23.5,48.1,58.9,8,7.9,14.9,53.6,9,7.8,13.3,107,0.262,0.29,0.552,0.52,0.191,102.3,0.298,0.235,0.521,0.475,0.228,"B"
139,"MEM","2018-10-17","2019-01-12",0.402439024390244,"",42,19,23,0.452,242.380952380952,23,8.71428571428571,6.07142857142857,12.9761904761905,22.7142857142857,22.8571428571429,7.14285714285714,4.52380952380952,15.3571428571429,21.4761904761905,242.380952380952,37.4285714285714,82.3809523809524,0.454,28.1904761904762,55.2857142857143,0.51,9.23809523809524,27.0952380952381,0.341,16.952380952381,22.3333333333333,0.759,101.047619047619,36.2380952380952,81.0476190476191,0.0106428571428571,25.0952380952381,50.5952380952381,0.496,11.1428571428571,30.452380952381,0.366,19.0714285714286,24.6666666666667,0.773,102.690476190476,7.66666666666667,32.1190476190476,39.7857142857143,9.19047619047619,35.2619047619048,44.4523809523809,17.9,52.8,22.2,52.8,61.5,9.1,12,12.3,63.1,7.5,8.2,14.3,105.7,0.271,0.329,0.548,0.51,0.206,107.4,0.304,0.376,0.559,0.516,0.235,"D"
140,"UTA","2012-10-31","2013-01-23",0.524390243902439,"",42,23,19,0.548,241.785714285714,23,8.23809523809524,6.33333333333333,14.2857142857143,21.8809523809524,20.9047619047619,7.88095238095238,6.14285714285714,14.2380952380952,20.8095238095238,241.785714285714,36.7142857142857,82,0.448,30.2857142857143,64.6666666666667,0.468,6.42857142857143,17.3333333333333,0.371,18.6666666666667,24.3571428571429,0.766,98.5238095238095,36.8809523809524,80.7857142857143,0.0108809523809524,30.2380952380952,63.1428571428571,0.479,6.64285714285714,17.6428571428571,0.377,17.952380952381,23.9761904761905,0.749,98.3571428571429,12.5714285714286,30.0714285714286,42.6428571428571,11.2857142857143,29.8095238095238,41.0952380952381,29.7,49.1,27.3,49.1,62.6,9,10,13.4,56.7,8.6,9.5,13.5,107.4,0.297,0.211,0.531,0.487,0.228,107.2,0.297,0.218,0.538,0.498,0.222,"C"
141,"WAS","2017-10-18","2018-01-12",0.524390243902439,"Playoffs",42,24,18,0.571,241.190476190476,22.952380952381,7.76190476190476,4.45238095238095,13.3095238095238,21.6428571428571,21.7142857142857,7.07142857142857,4.64285714285714,14.5952380952381,21.047619047619,241.190476190476,39.9285714285714,85.8809523809524,0.465,30.3333333333333,59.7857142857143,0.507,9.59523809523809,26.0952380952381,0.368,17.3809523809524,23.047619047619,0.754,106.833333333333,38.3333333333333,84.5,0.0108095238095238,28.547619047619,55.3333333333333,0.516,9.78571428571429,29.1666666666667,0.336,18,23.6428571428571,0.761,104.452380952381,9.85714285714286,33.4047619047619,43.2619047619048,10.0714285714286,33.6428571428571,43.7142857142857,22.7,50.3,23.2,50.3,57.5,8,8,12.2,56.6,7.3,7.8,13.3,109.9,0.268,0.304,0.556,0.521,0.202,107.5,0.28,0.345,0.55,0.512,0.213,"C"
142,"MIL","2021-10-19","2022-01-08",0.621951219512195,"Division Champ",42,26,16,0.619,241.190476190476,22.9285714285714,7.71428571428571,4.38095238095238,13.0952380952381,17.6666666666667,24.6904761904762,7.38095238095238,4.5,13.1904761904762,19.2380952380952,241.190476190476,40.7380952380952,89.5,0.455,26.4285714285714,49.9047619047619,0.53,14.3095238095238,39.5952380952381,0.361,16.3333333333333,21.2619047619048,0.768,112.119047619048,39.7380952380952,89.9523809523809,0.0105238095238095,25.6428571428571,48.3095238095238,0.531,14.0952380952381,41.6428571428571,0.338,14.5952380952381,19.3095238095238,0.756,108.166666666667,10.6904761904762,36.3809523809524,47.0714285714286,10.2380952380952,34.6190476190476,44.8571428571429,23.6,48.8,22,48.8,56.3,7.8,9.1,11.7,62.1,7.5,9,11.8,113.4,0.238,0.442,0.567,0.535,0.182,109.4,0.215,0.463,0.549,0.52,0.162,"B"
143,"BOS","2012-10-30","2013-01-24",0.506172839506173,"Playoffs",42,20,22,0.476,244.166666666667,22.9285714285714,8.69047619047619,4.11904761904762,13.7857142857143,21.452380952381,21.3333333333333,7.78571428571429,4.83333333333333,14.9285714285714,19.8333333333333,244.166666666667,36.5476190476191,79.8571428571429,0.458,31.1428571428571,63.6904761904762,0.489,5.40476190476191,16.1666666666667,0.334,16.1428571428571,20.8333333333333,0.775,94.6428571428571,35.6428571428571,79.9761904761905,0.0106190476190476,28.7142857142857,60.6190476190476,0.474,6.92857142857143,19.3571428571429,0.358,17.5952380952381,24.2380952380952,0.726,95.8095238095238,8.64285714285714,30.6190476190476,39.2619047619048,10.8809523809524,31.9047619047619,42.7857142857143,21.3,52.1,26.2,52.1,62.7,9.4,6.8,13.4,59.9,8.5,7.6,14.1,102.7,0.261,0.202,0.532,0.492,0.202,104,0.303,0.242,0.529,0.489,0.22,"C"
144,"CHI","2019-10-23","2020-01-15",0.338461538461538,"",42,15,27,0.357,241.190476190476,22.8809523809524,9.88095238095238,4.42857142857143,14.4285714285714,21.6904761904762,24.452380952381,8.23809523809524,6.40476190476191,17.2142857142857,19.6428571428571,241.190476190476,38.6666666666667,88.7857142857143,0.436,26.2142857142857,53.5952380952381,0.489,12.452380952381,35.1904761904762,0.354,16.1666666666667,21.1428571428571,0.765,105.952380952381,38.4761904761905,83.5238095238095,0.0109761904761905,27.547619047619,51.2857142857143,0.537,10.9285714285714,32.2380952380952,0.339,19.8571428571429,26.0238095238095,0.763,107.738095238095,10.4047619047619,32.7380952380952,43.1428571428571,10.4285714285714,36.3333333333333,46.7619047619048,22.3,52,24.2,52,59.2,9.9,8.6,12.8,63.6,8.3,12,15.3,106.3,0.238,0.396,0.54,0.506,0.182,108.1,0.312,0.386,0.567,0.526,0.238,"D"
145,"PHI","2021-10-20","2022-01-15",0.621951219512195,"Playoffs",42,25,17,0.595,241.785714285714,22.8571428571429,7.97619047619048,5.76190476190476,11.8095238095238,19.0714285714286,23.047619047619,6.66666666666667,4.66666666666667,13.0714285714286,19.0238095238095,241.785714285714,39.3095238095238,85.1190476190476,0.462,28.047619047619,53.3809523809524,0.525,11.2619047619048,31.7380952380952,0.355,17.5,21.5714285714286,0.811,107.380952380952,38.8809523809524,86.7380952380952,0.0106666666666667,27.2380952380952,52.6904761904762,0.517,11.6428571428571,34.0476190476191,0.342,15.9285714285714,20.6428571428571,0.772,105.333333333333,8.33333333333333,33.7619047619048,42.0952380952381,10.5714285714286,34.6904761904762,45.2619047619048,19.4,51.8,23.8,51.8,58.1,8.3,10.9,11.1,59.3,6.9,8.7,12,111.9,0.253,0.373,0.567,0.528,0.206,109.8,0.238,0.393,0.55,0.515,0.184,"B"
146,"LAC","2021-10-21","2022-01-11",0.51219512195122,"",42,21,21,0.5,240.595238095238,22.8333333333333,7.83333333333333,4.59523809523809,13.8333333333333,18.047619047619,23.3333333333333,8.38095238095238,4.35714285714286,13.9047619047619,18.9761904761905,240.595238095238,38.8571428571429,86.8571428571429,0.447,26.5952380952381,52.4047619047619,0.507,12.2619047619048,34.4523809523809,0.356,14.7380952380952,18.7380952380952,0.787,104.714285714286,40.1428571428571,91.1190476190476,0.0105,28.952380952381,56.6666666666667,0.511,11.1904761904762,34.4523809523809,0.325,13.8095238095238,17.547619047619,0.787,105.285714285714,8.78571428571429,34.7619047619048,43.5476190476191,12.0952380952381,35.8571428571429,47.9523809523809,19.7,52.4,25.8,52.4,58.8,8,8.1,12.7,58.1,8.6,8.3,12.3,106.8,0.216,0.397,0.551,0.518,0.17,107.4,0.193,0.378,0.533,0.502,0.152,"C"
147,"MIN","2019-10-23","2020-01-18",0.296875,"",42,15,27,0.357,244.166666666667,22.8333333333333,8.54761904761905,6.09523809523809,14.6904761904762,21.3571428571429,23.3809523809524,7.47619047619048,5.59523809523809,15.0714285714286,21.9047619047619,244.166666666667,39.6666666666667,91.8333333333333,0.432,26.9047619047619,52.5476190476191,0.512,12.7619047619048,39.2857142857143,0.325,19.3095238095238,25.4285714285714,0.759,111.404761904762,42.0952380952381,91.1190476190476,0.011,30.8571428571429,59.5714285714286,0.518,11.2380952380952,31.547619047619,0.356,19.3095238095238,24.4761904761905,0.789,114.738095238095,11.1666666666667,35.0714285714286,46.2380952380952,10.6666666666667,37.4761904761905,48.1428571428571,23,51,23.3,51,57.6,8.2,10.2,12.5,55.5,7.2,10.6,12.9,107.3,0.277,0.428,0.541,0.501,0.21,110.6,0.269,0.346,0.563,0.524,0.212,"D"
148,"HOU","2021-10-20","2022-01-10",0.24390243902439,"",42,11,31,0.262,240.595238095238,22.8095238095238,7.40476190476191,4.90476190476191,16.452380952381,20.2380952380952,24.7380952380952,9.78571428571429,5.92857142857143,13.1190476190476,22.3571428571429,240.595238095238,38.3809523809524,85.3809523809524,0.45,25.3095238095238,47.1428571428571,0.537,13.0714285714286,38.2380952380952,0.342,17.6190476190476,24.7619047619048,0.712,107.452380952381,42.3809523809524,90.2619047619048,0.0111904761904762,29.0238095238095,51.9285714285714,0.559,13.3571428571429,38.3333333333333,0.348,18.2619047619048,23.2857142857143,0.784,116.380952380952,9.69047619047619,33.1190476190476,42.8095238095238,11.2380952380952,34.3571428571429,45.5952380952381,22,51.6,25.3,51.6,59.4,7.4,9.4,14.6,58.4,9.8,12.6,11.5,107.3,0.29,0.448,0.558,0.526,0.206,116.2,0.258,0.425,0.579,0.544,0.202,"D"
149,"OKC","2020-12-26","2021-03-21",0.305555555555556,"",42,18,24,0.429,241.785714285714,22.8095238095238,6.88095238095238,4.30952380952381,14.0714285714286,18.2619047619048,24.6428571428571,8.04761904761905,4.61904761904762,12.452380952381,18.3809523809524,241.785714285714,39.0714285714286,87.1666666666667,0.448,26.2619047619048,50.1190476190476,0.524,12.8095238095238,37.0476190476191,0.346,15.2857142857143,20.5952380952381,0.742,106.238095238095,42.3571428571429,90.8809523809524,0.0110952380952381,29.6904761904762,54.6666666666667,0.543,12.6666666666667,36.2142857142857,0.35,14.7857142857143,19.5,0.758,112.166666666667,8.28571428571429,36.2142857142857,44.5,9.92857142857143,37.5,47.4285714285714,18.1,51.6,21.5,51.6,58.4,6.9,7.9,12.8,58.2,8,9.2,11.1,106.2,0.236,0.425,0.552,0.522,0.175,112.1,0.215,0.398,0.564,0.536,0.163,"D"
150,"PHI","2016-10-26","2017-01-21",0.341463414634146,"",42,15,27,0.357,242.380952380952,22.8095238095238,7.78571428571429,5.80952380952381,16.5952380952381,21.6666666666667,21.6904761904762,8.52380952380952,5.16666666666667,13.7857142857143,19.8571428571429,242.380952380952,36.3571428571429,84.1190476190476,0.432,25.8095238095238,54.2142857142857,0.476,10.547619047619,29.9047619047619,0.353,15.7619047619048,20.9285714285714,0.753,99.0238095238095,38.6190476190476,86.0238095238095,0.0106904761904762,29.6666666666667,60.7619047619048,0.488,8.95238095238095,25.2619047619048,0.354,18.547619047619,24.7619047619048,0.749,104.738095238095,9.73809523809524,33.8571428571429,43.5952380952381,10.8333333333333,34.1190476190476,44.9523809523809,22.2,50.8,24.2,50.8,62.7,8,9.6,15.1,56.2,8.7,9.5,12.5,101.5,0.249,0.356,0.531,0.495,0.187,107.3,0.288,0.294,0.54,0.501,0.216,"D"
